0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  
0.000000,  9.999586,  9.999619,  9.999681,  9.999779,  9.999908,  10.000064,  10.000221,  10.000341,  10.000384,  10.000330,  10.000197,  10.000043,  9.999934,  9.999927,  10.000033,  10.000223,  10.000427,  10.000572,  10.000600,  10.000485,  10.000246,  9.999925,  9.999585,  9.999290,  9.999089,  9.999019,  9.999089,  9.999290,  9.999585,  9.999925,  10.000246,  10.000485,  10.000600,  10.000572,  10.000427,  10.000223,  10.000033,  9.999927,  9.999934,  10.000043,  10.000197,  10.000330,  10.000384,  10.000341,  10.000221,  10.000064,  9.999908,  9.999779,  9.999681,  9.999619,  9.999586,  0.000000,  
0.000000,  9.999619,  9.999650,  9.999713,  9.999806,  9.999930,  10.000075,  10.000216,  10.000316,  10.000336,  10.000259,  10.000109,  9.999941,  9.999825,  9.999816,  9.999929,  10.000132,  10.000359,  10.000533,  10.000596,  10.000519,  10.000316,  10.000027,  9.999712,  9.999434,  9.999246,  9.999179,  9.999246,  9.999434,  9.999712,  10.000027,  10.000316,  10.000519,  10.000596,  10.000533,  10.000359,  10.000132,  9.999929,  9.999816,  9.999825,  9.999941,  10.000109,  10.000259,  10.000336,  10.000316,  10.000216,  10.000075,  9.999930,  9.999806,  9.999713,  9.999650,  9.999619,  0.000000,  
0.000000,  9.999681,  9.999713,  9.999773,  9.999861,  9.999971,  10.000093,  10.000201,  10.000259,  10.000235,  10.000118,  9.999934,  9.999743,  9.999615,  9.999605,  9.999732,  9.999963,  10.000232,  10.000463,  10.000591,  10.000586,  10.000450,  10.000222,  9.999958,  9.999717,  9.999550,  9.999490,  9.999550,  9.999717,  9.999958,  10.000222,  10.000450,  10.000586,  10.000591,  10.000463,  10.000232,  9.999963,  9.999732,  9.999605,  9.999615,  9.999743,  9.999934,  10.000118,  10.000235,  10.000259,  10.000201,  10.000093,  9.999971,  9.999861,  9.999773,  9.999713,  9.999681,  0.000000,  
0.000000,  9.999779,  9.999806,  9.999861,  9.999935,  10.000024,  10.000109,  10.000166,  10.000163,  10.000076,  9.999904,  9.999678,  9.999459,  9.999322,  9.999319,  9.999468,  9.999739,  10.000067,  10.000374,  10.000591,  10.000681,  10.000640,  10.000498,  10.000303,  10.000113,  9.999977,  9.999928,  9.999977,  10.000113,  10.000303,  10.000498,  10.000640,  10.000681,  10.000591,  10.000374,  10.000067,  9.999739,  9.999468,  9.999319,  9.999322,  9.999459,  9.999678,  9.999904,  10.000076,  10.000163,  10.000166,  10.000109,  10.000024,  9.999935,  9.999861,  9.999806,  9.999779,  0.000000,  
0.000000,  9.999908,  9.999930,  9.999971,  10.000024,  10.000074,  10.000106,  10.000094,  10.000013,  9.999852,  9.999619,  9.999352,  9.999115,  9.998978,  9.998993,  9.999176,  9.999498,  9.999895,  10.000288,  10.000605,  10.000802,  10.000868,  10.000824,  10.000713,  10.000586,  10.000488,  10.000452,  10.000488,  10.000586,  10.000713,  10.000824,  10.000868,  10.000802,  10.000605,  10.000288,  9.999895,  9.999498,  9.999176,  9.998993,  9.998978,  9.999115,  9.999352,  9.999619,  9.999852,  10.000013,  10.000094,  10.000106,  10.000074,  10.000024,  9.999971,  9.999930,  9.999908,  0.000000,  
0.000000,  10.000064,  10.000075,  10.000093,  10.000109,  10.000106,  10.000066,  9.999969,  9.999802,  9.999562,  9.999274,  9.998981,  9.998745,  9.998630,  9.998681,  9.998911,  9.999290,  9.999754,  10.000229,  10.000641,  10.000942,  10.001114,  10.001170,  10.001145,  10.001084,  10.001029,  10.001006,  10.001029,  10.001084,  10.001145,  10.001170,  10.001114,  10.000942,  10.000641,  10.000229,  9.999754,  9.999290,  9.998911,  9.998681,  9.998630,  9.998745,  9.998981,  9.999274,  9.999562,  9.999802,  9.999969,  10.000066,  10.000106,  10.000109,  10.000093,  10.000075,  10.000064,  0.000000,  
0.000000,  10.000221,  10.000216,  10.000201,  10.000166,  10.000094,  9.999969,  9.999780,  9.999525,  9.999222,  9.998900,  9.998609,  9.998404,  9.998337,  9.998444,  9.998728,  9.999161,  9.999683,  10.000223,  10.000710,  10.001096,  10.001358,  10.001502,  10.001556,  10.001556,  10.001540,  10.001532,  10.001540,  10.001556,  10.001556,  10.001502,  10.001358,  10.001096,  10.000710,  10.000223,  9.999683,  9.999161,  9.998728,  9.998444,  9.998337,  9.998404,  9.998609,  9.998900,  9.999222,  9.999525,  9.999780,  9.999969,  10.000094,  10.000166,  10.000201,  10.000216,  10.000221,  0.000000,  
0.000000,  10.000341,  10.000316,  10.000259,  10.000163,  10.000013,  9.999802,  9.999525,  9.999202,  9.998859,  9.998541,  9.998289,  9.998149,  9.998158,  9.998334,  9.998674,  9.999150,  9.999709,  10.000286,  10.000817,  10.001257,  10.001581,  10.001790,  10.001904,  10.001954,  10.001969,  10.001972,  10.001969,  10.001954,  10.001904,  10.001790,  10.001581,  10.001257,  10.000817,  10.000286,  9.999709,  9.999150,  9.998674,  9.998334,  9.998158,  9.998149,  9.998289,  9.998541,  9.998859,  9.999202,  9.999525,  9.999802,  10.000013,  10.000163,  10.000259,  10.000316,  10.000341,  0.000000,  
0.000000,  10.000384,  10.000336,  10.000235,  10.000076,  9.999852,  9.999562,  9.999222,  9.998859,  9.998520,  9.998244,  9.998072,  9.998028,  9.998130,  9.998380,  9.998768,  9.999266,  9.999831,  10.000411,  10.000952,  10.001410,  10.001764,  10.002010,  10.002161,  10.002242,  10.002278,  10.002288,  10.002278,  10.002242,  10.002161,  10.002010,  10.001764,  10.001410,  10.000952,  10.000411,  9.999831,  9.999266,  9.998768,  9.998380,  9.998130,  9.998028,  9.998072,  9.998244,  9.998520,  9.998859,  9.999222,  9.999562,  9.999852,  10.000076,  10.000235,  10.000336,  10.000384,  0.000000,  
